IP地址,端口,TLS,数据中心,地区,国家代码,城市,网络延迟
172.67.29.93,2096,true,FRA,Europe,DE,Frankfurt,196 ms
172.67.118.180,2053,true,FRA,Europe,DE,Frankfurt,197 ms
172.66.202.65,2053,true,FRA,Europe,DE,Frankfurt,197 ms
172.66.135.14,2053,true,FRA,Europe,DE,Frankfurt,197 ms
172.67.205.219,8443,true,AMS,Europe,NL,Amsterdam,197 ms
172.66.177.146,8443,true,FRA,Europe,DE,Frankfurt,197 ms
172.67.238.208,8443,true,AMS,Europe,NL,Amsterdam,197 ms
172.67.194.36,8443,true,AMS,Europe,NL,Amsterdam,197 ms
172.67.242.219,2053,true,AMS,Europe,NL,Amsterdam,197 ms
172.67.210.82,2083,true,AMS,Europe,NL,Amsterdam,197 ms
172.66.212.189,2083,true,FRA,Europe,DE,Frankfurt,197 ms
172.67.65.24,2083,true,FRA,Europe,DE,Frankfurt,197 ms
104.16.190.26,2083,true,SJC,North America,US,San Jose,197 ms
104.24.49.178,2053,true,FRA,Europe,DE,Frankfurt,197 ms
172.67.56.122,2087,true,FRA,Europe,DE,Frankfurt,197 ms
172.67.102.0,2083,true,FRA,Europe,DE,Frankfurt,197 ms
172.67.163.133,2087,true,AMS,Europe,NL,Amsterdam,197 ms
172.64.88.147,2096,true,SJC,North America,US,San Jose,197 ms
172.67.73.87,8443,true,FRA,Europe,DE,Frankfurt,197 ms
172.67.40.157,2053,true,FRA,Europe,DE,Frankfurt,197 ms
172.67.134.55,8443,true,AMS,Europe,NL,Amsterdam,197 ms
172.66.46.57,2096,true,SJC,North America,US,San Jose,197 ms
172.66.206.64,2096,true,FRA,Europe,DE,Frankfurt,197 ms
172.66.201.100,2087,true,FRA,Europe,DE,Frankfurt,197 ms
104.21.212.145,8443,true,AMS,Europe,NL,Amsterdam,197 ms
172.67.117.56,8443,true,FRA,Europe,DE,Frankfurt,197 ms
198.41.206.52,2087,true,SJC,North America,US,San Jose,197 ms
172.67.72.39,2087,true,FRA,Europe,DE,Frankfurt,197 ms
172.67.111.53,2087,true,FRA,Europe,DE,Frankfurt,197 ms
172.66.177.117,2087,true,FRA,Europe,DE,Frankfurt,197 ms
172.67.60.43,2053,true,FRA,Europe,DE,Frankfurt,197 ms
172.66.155.178,8443,true,FRA,Europe,DE,Frankfurt,197 ms
172.67.7.24,2096,true,FRA,Europe,DE,Frankfurt,197 ms
104.18.82.65,2096,true,SJC,North America,US,San Jose,197 ms
104.24.189.201,8443,true,FRA,Europe,DE,Frankfurt,197 ms
172.67.117.144,2083,true,FRA,Europe,DE,Frankfurt,197 ms
104.22.4.154,2096,true,FRA,Europe,DE,Frankfurt,197 ms
162.159.142.145,2053,true,FRA,Europe,DE,Frankfurt,197 ms
172.67.21.48,2053,true,FRA,Europe,DE,Frankfurt,197 ms
104.25.86.91,8443,true,FRA,Europe,DE,Frankfurt,197 ms
172.66.130.141,2053,true,FRA,Europe,DE,Frankfurt,197 ms
172.67.101.119,2087,true,FRA,Europe,DE,Frankfurt,198 ms
172.67.118.87,2087,true,FRA,Europe,DE,Frankfurt,198 ms
104.25.172.44,2053,true,FRA,Europe,DE,Frankfurt,198 ms
172.67.128.117,2087,true,AMS,Europe,NL,Amsterdam,198 ms
104.20.8.51,2096,true,FRA,Europe,DE,Frankfurt,198 ms
162.159.153.56,2053,true,FRA,Europe,DE,Frankfurt,198 ms
172.67.26.42,2083,true,FRA,Europe,DE,Frankfurt,198 ms
172.67.249.26,2083,true,AMS,Europe,NL,Amsterdam,198 ms
172.66.197.150,2083,true,FRA,Europe,DE,Frankfurt,198 ms
104.21.32.73,8443,true,AMS,Europe,NL,Amsterdam,198 ms
172.67.56.13,2087,true,FRA,Europe,DE,Frankfurt,198 ms
172.67.81.37,2053,true,FRA,Europe,DE,Frankfurt,198 ms
172.67.137.253,2096,true,AMS,Europe,NL,Amsterdam,198 ms
172.67.140.52,2087,true,AMS,Europe,NL,Amsterdam,198 ms
172.66.152.186,8443,true,FRA,Europe,DE,Frankfurt,198 ms
172.67.131.47,2096,true,AMS,Europe,NL,Amsterdam,198 ms
104.20.40.32,8443,true,FRA,Europe,DE,Frankfurt,198 ms
104.21.78.224,2087,true,AMS,Europe,NL,Amsterdam,198 ms
172.67.170.82,2053,true,AMS,Europe,NL,Amsterdam,198 ms
172.67.183.180,2083,true,AMS,Europe,NL,Amsterdam,198 ms
172.67.244.168,2096,true,AMS,Europe,NL,Amsterdam,198 ms
172.66.155.148,2096,true,FRA,Europe,DE,Frankfurt,198 ms
104.20.6.75,2087,true,FRA,Europe,DE,Frankfurt,198 ms
104.26.1.241,2087,true,FRA,Europe,DE,Frankfurt,198 ms
172.67.183.70,2083,true,AMS,Europe,NL,Amsterdam,198 ms
172.66.212.196,8443,true,FRA,Europe,DE,Frankfurt,199 ms
162.159.136.211,2096,true,FRA,Europe,DE,Frankfurt,199 ms
172.67.6.53,2053,true,FRA,Europe,DE,Frankfurt,199 ms
172.67.224.10,2083,true,AMS,Europe,NL,Amsterdam,199 ms
172.67.233.80,2053,true,AMS,Europe,NL,Amsterdam,199 ms
172.64.144.160,2087,true,SJC,North America,US,San Jose,199 ms
172.64.68.204,2087,true,FRA,Europe,DE,Frankfurt,199 ms
172.67.238.246,2087,true,AMS,Europe,NL,Amsterdam,199 ms
172.67.178.231,2053,true,AMS,Europe,NL,Amsterdam,199 ms
172.67.190.23,2053,true,AMS,Europe,NL,Amsterdam,199 ms
172.66.46.27,2087,true,SJC,North America,US,San Jose,199 ms
172.67.244.103,2096,true,AMS,Europe,NL,Amsterdam,199 ms
172.67.168.55,2096,true,AMS,Europe,NL,Amsterdam,199 ms
172.67.215.201,2087,true,AMS,Europe,NL,Amsterdam,199 ms
172.67.142.212,2087,true,AMS,Europe,NL,Amsterdam,199 ms
104.24.58.75,8443,true,FRA,Europe,DE,Frankfurt,199 ms
104.25.237.180,8443,true,FRA,Europe,DE,Frankfurt,199 ms
172.67.143.239,2087,true,AMS,Europe,NL,Amsterdam,199 ms
172.67.218.213,2053,true,AMS,Europe,NL,Amsterdam,199 ms
172.67.223.84,2096,true,AMS,Europe,NL,Amsterdam,199 ms
172.67.133.240,2083,true,AMS,Europe,NL,Amsterdam,199 ms
104.21.90.81,2053,true,AMS,Europe,NL,Amsterdam,199 ms
198.41.200.208,8443,true,SJC,North America,US,San Jose,199 ms
104.25.79.162,8443,true,FRA,Europe,DE,Frankfurt,199 ms
172.67.149.213,2053,true,AMS,Europe,NL,Amsterdam,199 ms
172.67.201.183,2083,true,AMS,Europe,NL,Amsterdam,199 ms
172.67.153.67,8443,true,AMS,Europe,NL,Amsterdam,199 ms
172.66.133.78,2087,true,FRA,Europe,DE,Frankfurt,199 ms
172.67.134.145,2087,true,AMS,Europe,NL,Amsterdam,199 ms
172.67.142.111,2083,true,AMS,Europe,NL,Amsterdam,199 ms
172.67.81.60,8443,true,FRA,Europe,DE,Frankfurt,199 ms
172.67.253.70,2053,true,AMS,Europe,NL,Amsterdam,199 ms
172.67.221.180,8443,true,AMS,Europe,NL,Amsterdam,199 ms
172.66.47.243,2087,true,SJC,North America,US,San Jose,199 ms
172.67.176.239,2083,true,AMS,Europe,NL,Amsterdam,199 ms
172.67.255.163,2083,true,AMS,Europe,NL,Amsterdam,199 ms
172.66.193.127,2053,true,FRA,Europe,DE,Frankfurt,199 ms
104.21.21.217,8443,true,AMS,Europe,NL,Amsterdam,199 ms
172.67.217.108,8443,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.248.130,8443,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.249.152,2053,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.244.81,2087,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.191.72,8443,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.137.242,2087,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.205.114,2083,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.242.136,2096,true,AMS,Europe,NL,Amsterdam,200 ms
198.41.201.20,2096,true,SJC,North America,US,San Jose,200 ms
172.67.174.11,2083,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.201.42,8443,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.198.101,2083,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.239.152,2096,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.128.122,2096,true,AMS,Europe,NL,Amsterdam,200 ms
198.41.209.36,2087,true,SJC,North America,US,San Jose,200 ms
172.67.226.152,2053,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.192.248,2083,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.209.69,2096,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.59.170,2096,true,FRA,Europe,DE,Frankfurt,200 ms
172.67.248.238,2096,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.245.254,2096,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.254.229,2096,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.201.168,2087,true,AMS,Europe,NL,Amsterdam,200 ms
104.21.11.112,2087,true,AMS,Europe,NL,Amsterdam,200 ms
172.64.36.66,2087,true,SJC,North America,US,San Jose,200 ms
141.101.123.65,2053,true,SJC,North America,US,San Jose,200 ms
172.67.223.244,2083,true,AMS,Europe,NL,Amsterdam,200 ms
104.21.42.215,8443,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.238.152,2096,true,AMS,Europe,NL,Amsterdam,200 ms
104.21.118.164,2096,true,AMS,Europe,NL,Amsterdam,200 ms
188.114.98.73,2083,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.208.251,2096,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.193.8,2083,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.146.81,8443,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.236.30,8443,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.142.53,2053,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.24.164,2087,true,FRA,Europe,DE,Frankfurt,200 ms
172.67.193.251,2083,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.214.160,2096,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.235.92,2096,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.167.248,2096,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.145.225,2083,true,AMS,Europe,NL,Amsterdam,200 ms
172.66.136.64,2096,true,FRA,Europe,DE,Frankfurt,200 ms
172.67.149.129,2053,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.213.32,2083,true,AMS,Europe,NL,Amsterdam,200 ms
172.66.170.36,2053,true,FRA,Europe,DE,Frankfurt,200 ms
172.67.253.6,2096,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.136.90,2096,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.143.11,2087,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.174.254,2096,true,AMS,Europe,NL,Amsterdam,200 ms
172.67.191.139,2096,true,AMS,Europe,NL,Amsterdam,200 ms
104.21.27.61,8443,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.114.234,2053,true,FRA,Europe,DE,Frankfurt,201 ms
172.64.93.121,2096,true,SJC,North America,US,San Jose,201 ms
104.21.106.77,8443,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.244.152,2053,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.219.247,2096,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.228.248,8443,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.230.138,2083,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.170.155,8443,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.246.172,2087,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.136.182,2096,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.236.72,2096,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.211.56,2087,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.207.71,2087,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.159.136,2087,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.219.150,2096,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.231.109,2083,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.216.148,8443,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.147.76,2087,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.228.14,2053,true,AMS,Europe,NL,Amsterdam,201 ms
104.21.30.124,2053,true,AMS,Europe,NL,Amsterdam,201 ms
104.21.47.163,2053,true,AMS,Europe,NL,Amsterdam,201 ms
103.21.244.179,2053,true,SJC,North America,US,San Jose,201 ms
172.67.181.243,2053,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.189.33,2087,true,AMS,Europe,NL,Amsterdam,201 ms
198.41.214.174,2096,true,SJC,North America,US,San Jose,201 ms
172.67.178.226,2087,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.249.72,2083,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.229.80,2083,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.134.51,8443,true,AMS,Europe,NL,Amsterdam,201 ms
104.23.101.190,8443,true,FRA,Europe,DE,Frankfurt,201 ms
172.67.178.144,2087,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.145.121,8443,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.185.227,2096,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.168.6,2087,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.199.149,2096,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.233.5,8443,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.249.251,2087,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.208.12,2096,true,AMS,Europe,NL,Amsterdam,201 ms
104.18.69.29,2096,true,SJC,North America,US,San Jose,201 ms
172.67.142.57,2087,true,AMS,Europe,NL,Amsterdam,201 ms
172.67.189.241,2096,true,AMS,Europe,NL,Amsterdam,202 ms
172.67.130.94,2096,true,AMS,Europe,NL,Amsterdam,202 ms
172.67.249.149,2053,true,AMS,Europe,NL,Amsterdam,202 ms
172.67.165.217,8443,true,AMS,Europe,NL,Amsterdam,202 ms
172.67.221.122,2096,true,AMS,Europe,NL,Amsterdam,202 ms
172.67.188.179,2053,true,AMS,Europe,NL,Amsterdam,202 ms
172.67.151.252,8443,true,AMS,Europe,NL,Amsterdam,202 ms
172.67.172.94,2096,true,AMS,Europe,NL,Amsterdam,202 ms
172.67.252.167,2096,true,AMS,Europe,NL,Amsterdam,202 ms
172.67.136.71,8443,true,AMS,Europe,NL,Amsterdam,202 ms
172.67.141.90,2053,true,AMS,Europe,NL,Amsterdam,202 ms
172.67.230.253,2083,true,AMS,Europe,NL,Amsterdam,202 ms
172.64.38.168,2053,true,SJC,North America,US,San Jose,202 ms
172.67.240.130,2096,true,AMS,Europe,NL,Amsterdam,202 ms
172.67.184.56,2087,true,AMS,Europe,NL,Amsterdam,202 ms
172.67.99.224,2096,true,FRA,Europe,DE,Frankfurt,202 ms
108.162.193.122,2053,true,SJC,North America,US,San Jose,202 ms
104.21.66.91,2096,true,AMS,Europe,NL,Amsterdam,202 ms
172.67.221.78,2096,true,AMS,Europe,NL,Amsterdam,202 ms
172.67.78.23,2083,true,FRA,Europe,DE,Frankfurt,202 ms
104.21.85.110,2096,true,AMS,Europe,NL,Amsterdam,202 ms
172.67.247.29,8443,true,AMS,Europe,NL,Amsterdam,202 ms
172.67.204.101,2096,true,AMS,Europe,NL,Amsterdam,202 ms
172.67.244.139,2053,true,AMS,Europe,NL,Amsterdam,202 ms
172.67.212.115,2087,true,AMS,Europe,NL,Amsterdam,202 ms
172.67.190.200,2083,true,AMS,Europe,NL,Amsterdam,203 ms
172.67.178.84,2096,true,AMS,Europe,NL,Amsterdam,203 ms
172.67.56.75,2083,true,FRA,Europe,DE,Frankfurt,203 ms
172.67.141.167,2083,true,AMS,Europe,NL,Amsterdam,203 ms
172.67.141.222,2087,true,AMS,Europe,NL,Amsterdam,203 ms
172.67.216.162,2083,true,AMS,Europe,NL,Amsterdam,203 ms
172.67.204.111,2083,true,AMS,Europe,NL,Amsterdam,203 ms
172.67.246.116,2053,true,AMS,Europe,NL,Amsterdam,203 ms
172.67.178.31,8443,true,AMS,Europe,NL,Amsterdam,203 ms
172.67.226.240,2053,true,AMS,Europe,NL,Amsterdam,203 ms
172.67.191.161,8443,true,AMS,Europe,NL,Amsterdam,203 ms
172.67.250.9,2083,true,AMS,Europe,NL,Amsterdam,203 ms
172.67.246.125,2053,true,AMS,Europe,NL,Amsterdam,203 ms
172.67.130.234,2096,true,AMS,Europe,NL,Amsterdam,203 ms
172.67.214.171,2053,true,AMS,Europe,NL,Amsterdam,203 ms
172.67.175.134,2053,true,AMS,Europe,NL,Amsterdam,203 ms
172.64.152.67,8443,true,SJC,North America,US,San Jose,203 ms
172.67.171.157,2087,true,AMS,Europe,NL,Amsterdam,203 ms
172.67.216.126,2087,true,AMS,Europe,NL,Amsterdam,203 ms
172.67.241.230,2087,true,AMS,Europe,NL,Amsterdam,203 ms
172.67.221.255,2087,true,AMS,Europe,NL,Amsterdam,203 ms
172.67.204.25,2096,true,AMS,Europe,NL,Amsterdam,203 ms
172.67.162.116,2083,true,AMS,Europe,NL,Amsterdam,204 ms
172.67.165.62,8443,true,AMS,Europe,NL,Amsterdam,204 ms
162.159.212.30,2096,true,SFO,North America,US,San Francisco,204 ms
172.67.150.250,2083,true,AMS,Europe,NL,Amsterdam,204 ms
172.67.137.167,8443,true,AMS,Europe,NL,Amsterdam,204 ms
172.67.166.78,2083,true,AMS,Europe,NL,Amsterdam,204 ms
172.67.129.44,8443,true,AMS,Europe,NL,Amsterdam,204 ms
172.67.150.93,8443,true,AMS,Europe,NL,Amsterdam,204 ms
172.67.141.43,2053,true,AMS,Europe,NL,Amsterdam,204 ms
172.67.226.135,2096,true,AMS,Europe,NL,Amsterdam,204 ms
172.67.172.253,2053,true,AMS,Europe,NL,Amsterdam,204 ms
172.67.185.61,8443,true,AMS,Europe,NL,Amsterdam,204 ms
172.67.136.119,2096,true,AMS,Europe,NL,Amsterdam,204 ms
172.67.220.75,2096,true,AMS,Europe,NL,Amsterdam,204 ms
141.101.120.202,2053,true,SJC,North America,US,San Jose,204 ms
172.67.186.57,2083,true,AMS,Europe,NL,Amsterdam,204 ms
172.67.238.120,2053,true,AMS,Europe,NL,Amsterdam,205 ms
172.67.250.172,8443,true,AMS,Europe,NL,Amsterdam,205 ms
172.66.41.232,2096,true,SJC,North America,US,San Jose,205 ms
172.67.63.70,2096,true,FRA,Europe,DE,Frankfurt,205 ms
104.21.96.160,2083,true,AMS,Europe,NL,Amsterdam,205 ms
172.67.76.213,2053,true,FRA,Europe,DE,Frankfurt,205 ms
172.67.187.135,2087,true,AMS,Europe,NL,Amsterdam,205 ms
172.64.92.100,2083,true,SJC,North America,US,San Jose,205 ms
162.159.19.229,2096,true,SJC,North America,US,San Jose,205 ms
172.67.141.193,2087,true,AMS,Europe,NL,Amsterdam,205 ms
172.67.213.19,2053,true,AMS,Europe,NL,Amsterdam,206 ms
172.67.178.178,2083,true,AMS,Europe,NL,Amsterdam,206 ms
198.41.222.102,2083,true,SJC,North America,US,San Jose,206 ms
172.67.229.39,2083,true,AMS,Europe,NL,Amsterdam,206 ms
198.41.209.86,2096,true,SJC,North America,US,San Jose,206 ms
108.162.193.151,2087,true,SJC,North America,US,San Jose,207 ms
162.159.238.37,2083,true,BUF,North America,US,Buffalo,207 ms
162.159.209.114,8443,true,BUF,North America,US,Buffalo,207 ms
172.67.182.140,2096,true,AMS,Europe,NL,Amsterdam,207 ms
104.21.195.217,8443,true,AMS,Europe,NL,Amsterdam,207 ms
172.67.154.173,2053,true,AMS,Europe,NL,Amsterdam,207 ms
162.159.206.135,2083,true,SJC,North America,US,San Jose,207 ms
172.64.65.159,8443,true,BUF,North America,US,Buffalo,207 ms
172.67.212.78,8443,true,AMS,Europe,NL,Amsterdam,207 ms
104.18.193.210,2087,true,SJC,North America,US,San Jose,208 ms
188.114.97.28,2053,true,AMS,Europe,NL,Amsterdam,208 ms
172.64.148.131,2096,true,SJC,North America,US,San Jose,208 ms
172.67.184.131,2087,true,AMS,Europe,NL,Amsterdam,208 ms
172.64.100.145,8443,true,BUF,North America,US,Buffalo,209 ms
172.67.124.242,2096,true,FRA,Europe,DE,Frankfurt,209 ms
172.67.228.104,2096,true,AMS,Europe,NL,Amsterdam,209 ms
172.67.197.224,2087,true,AMS,Europe,NL,Amsterdam,209 ms
172.67.139.74,2053,true,AMS,Europe,NL,Amsterdam,209 ms
104.21.120.157,2096,true,AMS,Europe,NL,Amsterdam,209 ms
172.67.149.74,2083,true,AMS,Europe,NL,Amsterdam,209 ms
104.18.230.56,2096,true,SJC,North America,US,San Jose,209 ms
172.67.255.10,2087,true,AMS,Europe,NL,Amsterdam,209 ms
104.21.113.50,2087,true,AMS,Europe,NL,Amsterdam,209 ms
172.67.216.69,2087,true,AMS,Europe,NL,Amsterdam,209 ms
172.64.101.189,2053,true,BUF,North America,US,Buffalo,210 ms
172.67.224.167,8443,true,AMS,Europe,NL,Amsterdam,210 ms
104.21.89.3,2083,true,AMS,Europe,NL,Amsterdam,210 ms
162.159.2.90,2087,true,SJC,North America,US,San Jose,210 ms
104.21.25.198,2096,true,AMS,Europe,NL,Amsterdam,210 ms
172.64.65.122,2087,true,BUF,North America,US,Buffalo,210 ms
172.67.238.175,2096,true,AMS,Europe,NL,Amsterdam,210 ms
172.67.146.214,2096,true,AMS,Europe,NL,Amsterdam,210 ms
172.67.194.102,2053,true,AMS,Europe,NL,Amsterdam,210 ms
172.67.232.60,2083,true,AMS,Europe,NL,Amsterdam,210 ms
172.66.2.32,2083,true,SJC,North America,US,San Jose,210 ms
172.67.232.197,2083,true,AMS,Europe,NL,Amsterdam,211 ms
172.67.192.110,8443,true,AMS,Europe,NL,Amsterdam,211 ms
172.67.228.95,2096,true,AMS,Europe,NL,Amsterdam,211 ms
188.114.97.54,8443,true,AMS,Europe,NL,Amsterdam,211 ms
172.64.101.182,2053,true,BUF,North America,US,Buffalo,211 ms
162.159.41.78,2083,true,SJC,North America,US,San Jose,211 ms
172.67.201.11,2053,true,AMS,Europe,NL,Amsterdam,211 ms
172.64.65.150,2096,true,BUF,North America,US,Buffalo,211 ms
172.67.193.40,2096,true,AMS,Europe,NL,Amsterdam,211 ms
172.64.85.179,2087,true,SJC,North America,US,San Jose,211 ms
172.67.211.165,2053,true,AMS,Europe,NL,Amsterdam,211 ms
172.67.148.238,8443,true,AMS,Europe,NL,Amsterdam,211 ms
141.101.115.156,8443,true,SJC,North America,US,San Jose,211 ms
172.67.165.171,2083,true,AMS,Europe,NL,Amsterdam,211 ms
172.67.228.173,2096,true,AMS,Europe,NL,Amsterdam,212 ms
172.67.150.73,2053,true,AMS,Europe,NL,Amsterdam,212 ms
172.67.164.238,2087,true,AMS,Europe,NL,Amsterdam,212 ms
172.67.154.144,2053,true,AMS,Europe,NL,Amsterdam,212 ms
172.67.141.175,2096,true,AMS,Europe,NL,Amsterdam,212 ms
172.64.100.211,2083,true,BUF,North America,US,Buffalo,212 ms
172.64.65.227,2087,true,BUF,North America,US,Buffalo,212 ms
172.67.192.205,2096,true,AMS,Europe,NL,Amsterdam,212 ms
172.67.224.35,2087,true,AMS,Europe,NL,Amsterdam,212 ms
172.67.174.193,2053,true,AMS,Europe,NL,Amsterdam,212 ms
172.67.216.254,2053,true,AMS,Europe,NL,Amsterdam,212 ms
172.67.245.237,2087,true,AMS,Europe,NL,Amsterdam,212 ms
172.67.170.205,2053,true,AMS,Europe,NL,Amsterdam,212 ms
172.67.193.100,2087,true,AMS,Europe,NL,Amsterdam,212 ms
172.67.185.104,2087,true,AMS,Europe,NL,Amsterdam,212 ms
104.21.22.255,2096,true,AMS,Europe,NL,Amsterdam,213 ms
172.67.247.164,8443,true,AMS,Europe,NL,Amsterdam,213 ms
172.67.168.243,2083,true,AMS,Europe,NL,Amsterdam,213 ms
104.21.19.61,2083,true,AMS,Europe,NL,Amsterdam,213 ms
172.64.90.223,2083,true,SJC,North America,US,San Jose,213 ms
172.67.181.210,2096,true,AMS,Europe,NL,Amsterdam,213 ms
172.67.184.65,8443,true,AMS,Europe,NL,Amsterdam,213 ms
104.21.49.165,2096,true,AMS,Europe,NL,Amsterdam,213 ms
198.41.204.205,2087,true,SJC,North America,US,San Jose,213 ms
172.67.156.167,2096,true,AMS,Europe,NL,Amsterdam,213 ms
172.67.135.100,2053,true,AMS,Europe,NL,Amsterdam,213 ms
172.67.217.77,2083,true,AMS,Europe,NL,Amsterdam,213 ms
172.67.148.242,8443,true,AMS,Europe,NL,Amsterdam,213 ms
172.67.212.249,2087,true,AMS,Europe,NL,Amsterdam,214 ms
172.67.147.97,2083,true,AMS,Europe,NL,Amsterdam,214 ms
172.67.147.254,2096,true,AMS,Europe,NL,Amsterdam,214 ms
172.67.192.37,2053,true,AMS,Europe,NL,Amsterdam,214 ms
172.67.134.174,2087,true,AMS,Europe,NL,Amsterdam,214 ms
172.64.92.246,8443,true,SJC,North America,US,San Jose,214 ms
172.64.144.159,2096,true,SJC,North America,US,San Jose,214 ms
172.67.180.183,2087,true,AMS,Europe,NL,Amsterdam,214 ms
172.67.236.220,2096,true,AMS,Europe,NL,Amsterdam,214 ms
188.114.98.53,2083,true,AMS,Europe,NL,Amsterdam,214 ms
104.16.199.23,2053,true,SJC,North America,US,San Jose,215 ms
172.67.241.217,8443,true,AMS,Europe,NL,Amsterdam,215 ms
172.64.101.23,2096,true,BUF,North America,US,Buffalo,215 ms
188.114.97.147,2083,true,AMS,Europe,NL,Amsterdam,215 ms
173.245.59.81,2053,true,SJC,North America,US,San Jose,215 ms
172.67.226.105,2083,true,AMS,Europe,NL,Amsterdam,215 ms
172.67.173.178,2096,true,AMS,Europe,NL,Amsterdam,215 ms
172.64.101.179,2083,true,BUF,North America,US,Buffalo,216 ms
172.67.199.159,2053,true,AMS,Europe,NL,Amsterdam,216 ms
172.67.219.223,2087,true,AMS,Europe,NL,Amsterdam,216 ms
198.41.215.9,8443,true,SJC,North America,US,San Jose,216 ms
172.67.194.147,2083,true,AMS,Europe,NL,Amsterdam,216 ms
162.159.209.219,2087,true,BUF,North America,US,Buffalo,216 ms
172.67.178.127,2083,true,AMS,Europe,NL,Amsterdam,216 ms
172.64.78.255,2087,true,EWR,North America,US,Newark,216 ms
172.67.194.113,2083,true,AMS,Europe,NL,Amsterdam,216 ms
172.67.217.54,2087,true,AMS,Europe,NL,Amsterdam,216 ms
172.67.146.63,2096,true,AMS,Europe,NL,Amsterdam,216 ms
172.67.160.166,8443,true,AMS,Europe,NL,Amsterdam,216 ms
172.67.245.19,8443,true,AMS,Europe,NL,Amsterdam,216 ms
172.67.136.28,2083,true,AMS,Europe,NL,Amsterdam,216 ms
172.67.253.202,2096,true,AMS,Europe,NL,Amsterdam,216 ms
172.67.239.218,8443,true,AMS,Europe,NL,Amsterdam,216 ms
172.67.242.111,2096,true,AMS,Europe,NL,Amsterdam,216 ms
172.67.174.72,2096,true,AMS,Europe,NL,Amsterdam,216 ms
172.67.132.20,2087,true,AMS,Europe,NL,Amsterdam,216 ms
172.67.180.21,2083,true,AMS,Europe,NL,Amsterdam,216 ms
172.67.185.150,2083,true,AMS,Europe,NL,Amsterdam,216 ms
172.67.153.35,2083,true,AMS,Europe,NL,Amsterdam,216 ms
172.67.198.75,2083,true,AMS,Europe,NL,Amsterdam,217 ms
172.67.129.64,8443,true,AMS,Europe,NL,Amsterdam,217 ms
172.67.139.31,2087,true,AMS,Europe,NL,Amsterdam,217 ms
172.67.150.35,2053,true,AMS,Europe,NL,Amsterdam,217 ms
