IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.172.71,2096,2096,true,SIN,Asia Pacific,Singapore,114,7.15
47.236.7.106,2053,2053,true,SIN,Asia Pacific,Singapore,56,7.15
47.236.83.239,2095,2095,false,SIN,Asia Pacific,Singapore,28,7.14
8.219.5.10,2095,2095,false,SIN,Asia Pacific,Singapore,6,7.14
8.210.192.93,2083,2083,true,HKG,Asia Pacific,Hong Kong,39,7.14
47.236.180.51,2087,2087,true,SIN,Asia Pacific,Singapore,101,7.14
8.218.119.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,55,7.14
47.76.33.40,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,7.13
8.222.144.117,2082,2082,false,SIN,Asia Pacific,Singapore,11,7.13
8.210.21.65,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,7.13
47.245.86.230,8880,8880,false,SIN,Asia Pacific,Singapore,11,7.13
8.218.174.118,443,443,true,HKG,Asia Pacific,Hong Kong,64,7.13
47.243.42.219,2096,2096,true,HKG,Asia Pacific,Hong Kong,88,7.12
47.245.114.163,2095,2095,false,SIN,Asia Pacific,Singapore,6,7.12
8.222.208.83,2053,2053,true,SIN,Asia Pacific,Singapore,59,7.12
47.245.126.151,2082,2082,false,SIN,Asia Pacific,Singapore,22,7.11
47.236.174.206,2096,2096,true,SIN,Asia Pacific,Singapore,50,7.11
47.243.27.217,2083,2083,true,HKG,Asia Pacific,Hong Kong,88,7.11
8.218.143.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,144,7.11
8.219.106.156,2087,2087,true,SIN,Asia Pacific,Singapore,127,7.11
8.218.8.142,2083,2083,true,HKG,Asia Pacific,Hong Kong,75,7.10
8.219.141.174,2053,2053,true,SIN,Asia Pacific,Singapore,87,7.10
8.217.85.14,2053,2053,true,HKG,Asia Pacific,Hong Kong,98,7.10
8.219.122.96,8443,8443,true,SIN,Asia Pacific,Singapore,82,7.09
8.219.151.193,8880,8880,false,SIN,Asia Pacific,Singapore,32,7.08
8.218.105.223,80,80,false,HKG,Asia Pacific,Hong Kong,37,7.07
47.76.77.103,8880,8880,false,HKG,Asia Pacific,Hong Kong,77,7.07
8.222.197.251,443,443,true,SIN,Asia Pacific,Singapore,120,7.07
47.237.8.82,2083,2083,true,SIN,Asia Pacific,Singapore,73,7.07
47.242.155.183,8443,8443,true,HKG,Asia Pacific,Hong Kong,95,7.07
8.222.193.65,2087,2087,true,SIN,Asia Pacific,Singapore,74,7.06
8.222.249.190,8080,8080,false,SIN,Asia Pacific,Singapore,9,7.06
8.217.239.116,8080,8080,false,HKG,Asia Pacific,Hong Kong,59,7.06
8.222.136.247,2096,2096,true,SIN,Asia Pacific,Singapore,73,7.06
8.218.201.73,2096,2096,true,HKG,Asia Pacific,Hong Kong,127,7.06
8.222.254.91,8880,8880,false,SIN,Asia Pacific,Singapore,4,7.06
47.76.37.57,2087,2087,true,HKG,Asia Pacific,Hong Kong,48,7.05
8.222.252.150,2096,2096,true,SIN,Asia Pacific,Singapore,49,7.05
8.219.1.92,2082,2082,false,SIN,Asia Pacific,Singapore,5,7.05
47.243.173.187,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,7.04
8.222.254.91,8443,8443,true,SIN,Asia Pacific,Singapore,57,7.04
8.222.144.117,2086,2086,false,SIN,Asia Pacific,Singapore,8,7.04
8.218.8.142,2087,2087,true,HKG,Asia Pacific,Hong Kong,116,7.04
8.210.66.190,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,7.04
8.210.117.18,8443,8443,true,HKG,Asia Pacific,Hong Kong,72,7.03
8.222.144.117,2053,2053,true,SIN,Asia Pacific,Singapore,97,7.02
8.222.181.139,443,443,true,SIN,Asia Pacific,Singapore,151,7.02
8.219.84.102,2083,2083,true,SIN,Asia Pacific,Singapore,92,7.02
8.222.214.231,8880,8880,false,SIN,Asia Pacific,Singapore,4,7.02
8.222.255.15,2087,2087,true,SIN,Asia Pacific,Singapore,95,7.02
47.245.118.70,2083,2083,true,SIN,Asia Pacific,Singapore,21,7.01
8.217.250.5,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,7.01
8.218.204.128,8443,8443,true,HKG,Asia Pacific,Hong Kong,88,7.01
8.222.221.86,8080,8080,false,SIN,Asia Pacific,Singapore,12,7.00
8.218.122.55,443,443,true,HKG,Asia Pacific,Hong Kong,79,7.00
8.210.66.190,2095,2095,false,HKG,Asia Pacific,Hong Kong,60,7.00
47.245.107.174,8080,8080,false,SIN,Asia Pacific,Singapore,12,6.99
8.218.52.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,79,6.99
8.217.207.60,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,6.99
8.218.188.129,8080,8080,false,HKG,Asia Pacific,Hong Kong,57,6.98
8.210.156.6,2087,2087,true,HKG,Asia Pacific,Hong Kong,86,6.98
47.242.176.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,87,6.98
8.222.214.231,80,80,false,SIN,Asia Pacific,Singapore,11,6.98
8.217.239.116,8443,8443,true,HKG,Asia Pacific,Hong Kong,79,6.98
8.217.251.62,2083,2083,true,HKG,Asia Pacific,Hong Kong,79,6.98
8.219.99.8,2083,2083,true,SIN,Asia Pacific,Singapore,66,6.98
8.219.101.138,2053,2053,true,SIN,Asia Pacific,Singapore,105,6.98
8.219.124.227,2086,2086,false,SIN,Asia Pacific,Singapore,19,6.98
8.219.73.188,2053,2053,true,SIN,Asia Pacific,Singapore,31,6.97
8.222.244.123,8443,8443,true,SIN,Asia Pacific,Singapore,44,6.97
8.222.221.86,8080,8080,false,SIN,Asia Pacific,Singapore,4,6.97
47.243.161.235,80,80,false,HKG,Asia Pacific,Hong Kong,68,6.97
47.242.54.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,6.96
8.222.134.170,2053,2053,true,SIN,Asia Pacific,Singapore,126,6.96
47.242.17.250,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,6.95
47.236.145.85,8080,8080,false,SIN,Asia Pacific,Singapore,36,6.95
8.218.65.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,6.94
47.242.234.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,6.94
47.245.114.163,2096,2096,true,SIN,Asia Pacific,Singapore,71,6.93
8.218.3.12,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,6.93
47.243.27.217,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,6.93
47.236.172.95,8080,8080,false,SIN,Asia Pacific,Singapore,16,6.93
47.242.234.127,80,80,false,HKG,Asia Pacific,Hong Kong,41,6.92
47.236.116.182,443,443,true,SIN,Asia Pacific,Singapore,123,6.92
47.236.123.133,8080,8080,false,SIN,Asia Pacific,Singapore,24,6.92
47.76.37.57,2083,2083,true,HKG,Asia Pacific,Hong Kong,49,6.92
8.222.146.222,80,80,false,SIN,Asia Pacific,Singapore,22,6.91
47.236.174.206,8443,8443,true,SIN,Asia Pacific,Singapore,77,6.91
8.218.149.193,8080,8080,false,HKG,Asia Pacific,Hong Kong,64,6.90
8.210.250.120,2053,2053,true,HKG,Asia Pacific,Hong Kong,44,6.89
8.218.243.95,2096,2096,true,HKG,Asia Pacific,Hong Kong,62,6.89
8.218.127.249,2096,2096,true,HKG,Asia Pacific,Hong Kong,69,6.89
47.236.116.26,80,80,false,SIN,Asia Pacific,Singapore,27,6.89
8.219.170.180,2086,2086,false,SIN,Asia Pacific,Singapore,32,6.88
8.222.249.190,80,80,false,SIN,Asia Pacific,Singapore,21,6.88
8.218.149.193,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,6.88
8.210.156.6,443,443,true,HKG,Asia Pacific,Hong Kong,44,6.87
8.222.180.86,8080,8080,false,SIN,Asia Pacific,Singapore,7,6.87
8.222.162.45,2096,2096,true,SIN,Asia Pacific,Singapore,141,6.87
47.236.11.84,2087,2087,true,SIN,Asia Pacific,Singapore,41,6.87
47.242.155.183,2083,2083,true,HKG,Asia Pacific,Hong Kong,39,6.85
47.236.117.48,2087,2087,true,SIN,Asia Pacific,Singapore,62,6.85
8.217.91.121,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,6.85
8.217.49.34,2083,2083,true,HKG,Asia Pacific,Hong Kong,131,6.85
8.219.126.240,2082,2082,false,SIN,Asia Pacific,Singapore,24,6.85
8.222.162.45,2053,2053,true,SIN,Asia Pacific,Singapore,96,6.85
8.222.128.131,80,80,false,SIN,Asia Pacific,Singapore,11,6.85
8.217.248.220,2053,2053,true,HKG,Asia Pacific,Hong Kong,52,6.85
8.222.193.65,8080,8080,false,SIN,Asia Pacific,Singapore,3,6.85
8.210.192.93,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,6.84
8.218.207.169,2095,2095,false,HKG,Asia Pacific,Hong Kong,83,6.84
8.218.127.249,2052,2052,false,HKG,Asia Pacific,Hong Kong,60,6.84
8.218.110.180,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,6.83
8.219.100.155,8443,8443,true,SIN,Asia Pacific,Singapore,81,6.83
47.236.146.249,2087,2087,true,SIN,Asia Pacific,Singapore,22,6.83
47.243.27.217,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,6.83
47.76.77.103,80,80,false,HKG,Asia Pacific,Hong Kong,52,6.82
47.245.115.6,8880,8880,false,SIN,Asia Pacific,Singapore,5,6.82
8.222.174.108,8443,8443,true,SIN,Asia Pacific,Singapore,116,6.82
47.242.232.14,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,6.82
8.222.128.131,2052,2052,false,SIN,Asia Pacific,Singapore,10,6.81
47.76.77.103,8080,8080,false,HKG,Asia Pacific,Hong Kong,59,6.81
47.236.7.106,8443,8443,true,SIN,Asia Pacific,Singapore,43,6.81
8.219.175.127,2096,2096,true,SIN,Asia Pacific,Singapore,81,6.81
47.236.165.25,2087,2087,true,SIN,Asia Pacific,Singapore,155,6.80
47.242.54.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,67,6.80
47.236.87.206,80,80,false,SIN,Asia Pacific,Singapore,11,6.80
47.76.37.57,2095,2095,false,HKG,Asia Pacific,Hong Kong,69,6.80
47.76.146.1,443,443,true,HKG,Asia Pacific,Hong Kong,66,6.80
47.242.155.183,2096,2096,true,HKG,Asia Pacific,Hong Kong,35,6.80
8.218.181.189,8443,8443,true,HKG,Asia Pacific,Hong Kong,70,6.80
47.243.203.119,80,80,false,HKG,Asia Pacific,Hong Kong,36,6.79
8.219.174.213,2096,2096,true,SIN,Asia Pacific,Singapore,89,6.79
8.219.1.92,2052,2052,false,SIN,Asia Pacific,Singapore,7,6.79
8.222.160.176,80,80,false,SIN,Asia Pacific,Singapore,8,6.79
8.210.65.1,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,6.79
47.76.80.72,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,6.79
8.219.51.211,2087,2087,true,SIN,Asia Pacific,Singapore,22,6.78
47.236.146.249,8080,8080,false,SIN,Asia Pacific,Singapore,23,6.78
8.222.215.228,80,80,false,SIN,Asia Pacific,Singapore,4,6.78
8.217.250.222,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,6.78
8.217.251.62,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,6.78
47.76.77.103,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,6.77
8.222.187.4,2095,2095,false,SIN,Asia Pacific,Singapore,15,6.77
47.242.59.216,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,6.77
47.236.11.84,8880,8880,false,SIN,Asia Pacific,Singapore,37,6.77
8.210.101.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,90,6.77
47.76.33.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,81,6.77
8.222.244.192,8080,8080,false,SIN,Asia Pacific,Singapore,14,6.77
8.217.164.10,8443,8443,true,HKG,Asia Pacific,Hong Kong,50,6.76
47.243.27.217,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,6.76
47.245.105.224,2096,2096,true,SIN,Asia Pacific,Singapore,36,6.76
8.222.255.15,8080,8080,false,SIN,Asia Pacific,Singapore,4,6.76
47.236.121.7,2095,2095,false,SIN,Asia Pacific,Singapore,110,6.76
8.210.146.108,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,6.76
8.218.119.115,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,6.76
47.243.161.235,2087,2087,true,HKG,Asia Pacific,Hong Kong,51,6.75
8.217.49.34,80,80,false,HKG,Asia Pacific,Hong Kong,72,6.75
8.222.136.247,2053,2053,true,SIN,Asia Pacific,Singapore,91,6.75
8.219.60.68,8443,8443,true,SIN,Asia Pacific,Singapore,20,6.75
8.218.126.53,2083,2083,true,HKG,Asia Pacific,Hong Kong,100,6.75
8.222.221.90,2095,2095,false,SIN,Asia Pacific,Singapore,5,6.74
47.76.37.57,2096,2096,true,HKG,Asia Pacific,Hong Kong,73,6.74
8.217.91.121,8880,8880,false,HKG,Asia Pacific,Hong Kong,66,6.74
8.219.0.162,2053,2053,true,SIN,Asia Pacific,Singapore,37,6.74
8.222.160.176,8880,8880,false,SIN,Asia Pacific,Singapore,18,6.73
47.236.87.246,8080,8080,false,SIN,Asia Pacific,Singapore,37,6.73
8.219.40.255,2087,2087,true,SIN,Asia Pacific,Singapore,54,6.73
8.218.18.132,2053,2053,true,HKG,Asia Pacific,Hong Kong,80,6.72
8.222.134.170,8443,8443,true,SIN,Asia Pacific,Singapore,66,6.72
47.236.167.231,80,80,false,SIN,Asia Pacific,Singapore,26,6.72
47.243.107.148,2087,2087,true,HKG,Asia Pacific,Hong Kong,108,6.71
8.210.3.24,2083,2083,true,HKG,Asia Pacific,Hong Kong,44,6.71
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,9,6.71
8.222.219.34,8080,8080,false,SIN,Asia Pacific,Singapore,17,6.71
8.222.252.150,2086,2086,false,SIN,Asia Pacific,Singapore,29,6.71
47.236.11.84,2096,2096,true,SIN,Asia Pacific,Singapore,69,6.70
47.242.174.27,8443,8443,true,HKG,Asia Pacific,Hong Kong,106,6.70
47.236.170.54,2082,2082,false,SIN,Asia Pacific,Singapore,27,6.69
8.219.159.232,8880,8880,false,SIN,Asia Pacific,Singapore,16,6.69
47.236.144.48,2052,2052,false,SIN,Asia Pacific,Singapore,50,6.69
8.219.4.122,8080,8080,false,SIN,Asia Pacific,Singapore,2,6.69
8.222.150.197,2052,2052,false,SIN,Asia Pacific,Singapore,20,6.69
8.218.18.132,80,80,false,HKG,Asia Pacific,Hong Kong,46,6.69
8.222.138.164,2053,2053,true,SIN,Asia Pacific,Singapore,178,6.69
8.219.61.52,8880,8880,false,SIN,Asia Pacific,Singapore,15,6.69
8.222.160.176,2053,2053,true,SIN,Asia Pacific,Singapore,97,6.69
8.222.212.172,8080,8080,false,SIN,Asia Pacific,Singapore,6,6.68
8.222.254.91,2052,2052,false,SIN,Asia Pacific,Singapore,4,6.68
47.236.174.206,2082,2082,false,SIN,Asia Pacific,Singapore,38,6.68
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,33,6.68
47.236.158.158,2086,2086,false,SIN,Asia Pacific,Singapore,20,6.68
8.218.201.73,8443,8443,true,HKG,Asia Pacific,Hong Kong,95,6.67
8.210.117.18,2096,2096,true,HKG,Asia Pacific,Hong Kong,68,6.67
47.242.234.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,6.66
47.236.121.7,2082,2082,false,SIN,Asia Pacific,Singapore,39,6.66
47.245.86.230,2052,2052,false,SIN,Asia Pacific,Singapore,4,6.66
47.236.172.71,2087,2087,true,SIN,Asia Pacific,Singapore,55,6.66
8.218.143.10,2083,2083,true,HKG,Asia Pacific,Hong Kong,92,6.66
8.218.188.129,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,6.64
47.236.87.206,2095,2095,false,SIN,Asia Pacific,Singapore,17,6.64
8.219.102.252,2086,2086,false,SIN,Asia Pacific,Singapore,13,6.64
8.219.174.142,2083,2083,true,SIN,Asia Pacific,Singapore,75,6.64
8.222.255.15,2095,2095,false,SIN,Asia Pacific,Singapore,36,6.64
47.236.87.206,2087,2087,true,SIN,Asia Pacific,Singapore,120,6.63
47.242.54.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,6.63
47.236.174.206,2086,2086,false,SIN,Asia Pacific,Singapore,26,6.63
8.222.184.198,2053,2053,true,SIN,Asia Pacific,Singapore,20,6.63
47.236.87.206,80,80,false,SIN,Asia Pacific,Singapore,545,6.63
8.210.192.93,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,6.63
8.217.85.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,92,6.63
8.218.201.73,80,80,false,HKG,Asia Pacific,Hong Kong,44,6.63
8.219.114.201,443,443,true,SIN,Asia Pacific,Singapore,89,6.63
8.210.119.11,8443,8443,true,HKG,Asia Pacific,Hong Kong,70,6.62
47.242.155.183,2087,2087,true,HKG,Asia Pacific,Hong Kong,60,6.62
47.236.171.205,2082,2082,false,SIN,Asia Pacific,Singapore,34,6.62
8.222.208.83,2052,2052,false,SIN,Asia Pacific,Singapore,8,6.62
8.218.11.90,2082,2082,false,HKG,Asia Pacific,Hong Kong,74,6.62
47.242.155.183,2096,2096,true,HKG,Asia Pacific,Hong Kong,56,6.61
8.218.110.180,2053,2053,true,HKG,Asia Pacific,Hong Kong,50,6.61
47.236.75.113,2082,2082,false,SIN,Asia Pacific,Singapore,32,6.61
8.222.214.231,2053,2053,true,SIN,Asia Pacific,Singapore,178,6.61
8.222.144.50,8443,8443,true,SIN,Asia Pacific,Singapore,68,6.60
8.218.156.91,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,6.60
47.236.116.182,2095,2095,false,SIN,Asia Pacific,Singapore,35,6.60
8.222.174.108,2083,2083,true,SIN,Asia Pacific,Singapore,81,6.60
8.218.149.193,2096,2096,true,HKG,Asia Pacific,Hong Kong,80,6.60
47.236.10.100,2052,2052,false,SIN,Asia Pacific,Singapore,35,6.60
47.236.180.51,2083,2083,true,SIN,Asia Pacific,Singapore,138,6.59
8.222.255.15,2087,2087,true,SIN,Asia Pacific,Singapore,72,6.59
8.210.146.108,2096,2096,true,HKG,Asia Pacific,Hong Kong,81,6.59
8.219.4.122,8443,8443,true,SIN,Asia Pacific,Singapore,35,6.59
8.218.65.237,80,80,false,HKG,Asia Pacific,Hong Kong,51,6.59
8.222.134.170,8880,8880,false,SIN,Asia Pacific,Singapore,92,6.58
8.222.255.15,8443,8443,true,SIN,Asia Pacific,Singapore,109,6.58
8.218.243.95,8880,8880,false,HKG,Asia Pacific,Hong Kong,63,6.58
47.236.11.84,2096,2096,true,SIN,Asia Pacific,Singapore,107,6.58
8.222.211.16,8443,8443,true,SIN,Asia Pacific,Singapore,73,6.58
8.222.167.147,2096,2096,true,SIN,Asia Pacific,Singapore,77,6.57
47.236.125.62,80,80,false,NRT,Asia Pacific,Tokyo,457,6.57
8.222.249.190,8443,8443,true,SIN,Asia Pacific,Singapore,88,6.57
47.236.121.23,8443,8443,true,SIN,Asia Pacific,Singapore,55,6.57
8.217.251.62,2053,2053,true,HKG,Asia Pacific,Hong Kong,82,6.57
8.217.207.60,80,80,false,HKG,Asia Pacific,Hong Kong,58,6.57
8.222.180.242,2087,2087,true,SIN,Asia Pacific,Singapore,80,6.57
8.218.158.94,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,6.57
8.210.66.190,2053,2053,true,HKG,Asia Pacific,Hong Kong,44,6.56
8.219.42.72,2086,2086,false,SIN,Asia Pacific,Singapore,5,6.56
8.218.105.223,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,6.56
8.217.164.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,58,6.56
47.242.234.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,6.56
8.222.150.197,2095,2095,false,SIN,Asia Pacific,Singapore,14,6.55
8.222.187.4,2082,2082,false,SIN,Asia Pacific,Singapore,70,6.55
47.242.79.71,2096,2096,true,HKG,Asia Pacific,Hong Kong,95,6.54
47.236.174.206,2053,2053,true,SIN,Asia Pacific,Singapore,81,6.54
8.218.105.223,2053,2053,true,HKG,Asia Pacific,Hong Kong,72,6.54
8.217.167.88,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,6.53
8.218.8.142,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,6.53
8.219.40.37,2087,2087,true,SIN,Asia Pacific,Singapore,30,6.53
8.219.167.65,2053,2053,true,SIN,Asia Pacific,Singapore,69,6.53
8.222.180.242,2082,2082,false,SIN,Asia Pacific,Singapore,19,6.53
47.243.162.49,2083,2083,true,HKG,Asia Pacific,Hong Kong,51,6.53
47.236.116.182,2083,2083,true,SIN,Asia Pacific,Singapore,61,6.52
8.218.146.204,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,6.52
8.219.3.53,2083,2083,true,SIN,Asia Pacific,Singapore,20,6.51
47.236.169.141,2083,2083,true,SIN,Asia Pacific,Singapore,98,6.51
8.218.48.92,8080,8080,false,HKG,Asia Pacific,Hong Kong,58,6.51
8.217.250.5,2096,2096,true,HKG,Asia Pacific,Hong Kong,106,6.51
8.222.221.86,80,80,false,SIN,Asia Pacific,Singapore,3,6.51
47.237.8.82,2086,2086,false,SIN,Asia Pacific,Singapore,24,6.50
47.243.162.49,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,6.50
47.236.180.51,8443,8443,true,SIN,Asia Pacific,Singapore,136,6.50
8.222.184.198,2096,2096,true,SIN,Asia Pacific,Singapore,80,6.49
8.222.146.222,2096,2096,true,SIN,Asia Pacific,Singapore,52,6.49
47.236.121.7,80,80,false,SIN,Asia Pacific,Singapore,27,6.49
47.245.86.230,2086,2086,false,SIN,Asia Pacific,Singapore,5,6.49
47.74.45.143,2083,2083,true,NRT,Asia Pacific,Tokyo,99,6.49
8.218.18.235,2096,2096,true,HKG,Asia Pacific,Hong Kong,55,6.49
8.219.40.37,2083,2083,true,SIN,Asia Pacific,Singapore,62,6.49
47.236.146.249,2082,2082,false,SIN,Asia Pacific,Singapore,17,6.49
8.222.128.131,8880,8880,false,SIN,Asia Pacific,Singapore,28,6.49
8.219.104.242,8080,8080,false,SIN,Asia Pacific,Singapore,11,6.48
8.217.167.88,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,6.48
47.243.203.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,6.48
8.222.213.221,8443,8443,true,SIN,Asia Pacific,Singapore,62,6.47
8.222.208.38,8880,8880,false,SIN,Asia Pacific,Singapore,9,6.47
47.242.155.183,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,6.47
47.242.202.230,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,6.47
47.236.164.215,2087,2087,true,SIN,Asia Pacific,Singapore,140,6.47
8.222.138.164,2083,2083,true,SIN,Asia Pacific,Singapore,109,6.47
47.236.202.91,2052,2052,false,SIN,Asia Pacific,Singapore,21,6.46
8.219.122.96,8880,8880,false,SIN,Asia Pacific,Singapore,11,6.46
47.236.116.26,2082,2082,false,SIN,Asia Pacific,Singapore,51,6.46
8.219.170.223,8880,8880,false,SIN,Asia Pacific,Singapore,12,6.45
8.222.184.198,2096,2096,true,SIN,Asia Pacific,Singapore,58,6.45
8.219.51.211,2082,2082,false,SIN,Asia Pacific,Singapore,6,6.45
8.222.226.15,2052,2052,false,SIN,Asia Pacific,Singapore,16,6.45
8.219.51.211,8080,8080,false,SIN,Asia Pacific,Singapore,5,6.45
8.218.18.132,2096,2096,true,HKG,Asia Pacific,Hong Kong,78,6.45
47.236.174.206,2087,2087,true,SIN,Asia Pacific,Singapore,139,6.45
8.219.97.179,8443,8443,true,SIN,Asia Pacific,Singapore,160,6.44
8.217.251.62,8443,8443,true,HKG,Asia Pacific,Hong Kong,109,6.44
47.236.169.164,2086,2086,false,SIN,Asia Pacific,Singapore,17,6.43
47.243.173.187,2087,2087,true,HKG,Asia Pacific,Hong Kong,64,6.43
8.222.197.251,8880,8880,false,SIN,Asia Pacific,Singapore,3,6.43
47.245.108.213,2053,2053,true,SIN,Asia Pacific,Singapore,27,6.43
8.219.67.133,2052,2052,false,SIN,Asia Pacific,Singapore,3,6.42
47.236.93.176,80,80,false,SIN,Asia Pacific,Singapore,25,6.42
8.222.134.170,8443,8443,true,SIN,Asia Pacific,Singapore,111,6.42
47.236.5.223,2086,2086,false,SIN,Asia Pacific,Singapore,13,6.42
8.222.219.34,2082,2082,false,SIN,Asia Pacific,Singapore,18,6.42
47.236.10.182,2086,2086,false,SIN,Asia Pacific,Singapore,23,6.42
8.218.18.235,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,6.42
47.236.167.231,2095,2095,false,SIN,Asia Pacific,Singapore,18,6.42
8.218.52.115,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,6.41
47.236.116.182,2082,2082,false,SIN,Asia Pacific,Singapore,11,6.41
8.218.211.17,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,6.41
8.222.213.221,2083,2083,true,SIN,Asia Pacific,Singapore,40,6.41
8.218.211.17,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,6.40
8.219.106.15,2083,2083,true,SIN,Asia Pacific,Singapore,60,6.40
8.217.207.60,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,6.40
8.218.8.142,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,6.40
8.222.160.176,2053,2053,true,SIN,Asia Pacific,Singapore,98,6.40
8.222.252.150,2083,2083,true,SIN,Asia Pacific,Singapore,88,6.40
47.236.104.98,80,80,false,SIN,Asia Pacific,Singapore,47,6.39
8.222.162.45,2087,2087,true,SIN,Asia Pacific,Singapore,70,6.39
8.222.136.247,2083,2083,true,SIN,Asia Pacific,Singapore,101,6.39
8.222.187.4,2096,2096,true,SIN,Asia Pacific,Singapore,33,6.39
47.236.104.98,8080,8080,false,SIN,Asia Pacific,Singapore,43,6.39
8.218.105.223,2096,2096,true,HKG,Asia Pacific,Hong Kong,72,6.39
8.210.3.24,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,6.39
47.236.10.100,2053,2053,true,SIN,Asia Pacific,Singapore,104,6.39
8.222.138.164,2086,2086,false,SIN,Asia Pacific,Singapore,9,6.39
8.210.146.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,6.39
47.236.75.113,2086,2086,false,SIN,Asia Pacific,Singapore,26,6.38
47.76.80.72,8443,8443,true,HKG,Asia Pacific,Hong Kong,43,6.38
8.219.50.180,2095,2095,false,SIN,Asia Pacific,Singapore,4,6.38
47.243.27.217,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,6.38
47.236.121.7,8080,8080,false,SIN,Asia Pacific,Singapore,419,6.38
8.219.142.191,2083,2083,true,SIN,Asia Pacific,Singapore,41,6.37
8.218.18.235,2053,2053,true,HKG,Asia Pacific,Hong Kong,81,6.37
8.219.60.68,2087,2087,true,SIN,Asia Pacific,Singapore,54,6.37
8.217.147.230,8443,8443,true,HKG,Asia Pacific,Hong Kong,90,6.37
8.219.174.213,8880,8880,false,SIN,Asia Pacific,Singapore,16,6.37
8.219.42.72,2082,2082,false,SIN,Asia Pacific,Singapore,7,6.36
8.222.214.13,2082,2082,false,SIN,Asia Pacific,Singapore,48,6.36
8.218.3.12,2096,2096,true,HKG,Asia Pacific,Hong Kong,84,6.36
8.222.193.208,2052,2052,false,SIN,Asia Pacific,Singapore,44,6.35
47.236.180.51,2086,2086,false,SIN,Asia Pacific,Singapore,16,6.35
8.210.156.6,2095,2095,false,HKG,Asia Pacific,Hong Kong,62,6.35
8.210.55.134,80,80,false,HKG,Asia Pacific,Hong Kong,40,6.35
